feature_name,seed_phrase,weight
Service,reception desk approached,0.5994
Comfort,rooms best beds,0.6369
Service,desk staff seamed,0.4019
Location,walk old montreal,0.3914
Location,easy walk old,0.7598
Location,walk catherine,0.2155
Location,walk catherine street,0.2781
Location,walk restaurant,0.3548
Comfort,smaller hotel rooms,0.7370
Comfort,two different rooms,0.2641
Comfort,delta rooms,0.4088
Service,staff personable,0.3693
Service,service delta,0.0786
Comfort,premier rooms,0.5088
Location,location convenient also,-0.2960
Comfort,rooms safe room,0.0485
Service,lovely staff reception,-0.7717
Service,staff reception upset,-0.7717
Location,great location us,0.6067
Service,entry front desk,0.6249
Comfort,signature club room,0.2678
Location,nice grass area,0.6808
Service,staff services room,-0.2732
Service,check service revolving,0.2023
Service,guest check service,0.2023
Service,service revolving,0.4105
Comfort,dbl beds,0.2851
Comfort,room table room,0.2732
Comfort,board rooms,0.0129
Comfort,lower floor rooms,-0.5581
Service,security staff helpful,0.2663
Service,service poor particularily,-0.3741
Comfort,adequate room bed,0.8555
Service,desk could work,0.3699
Service,front desk repair,-0.0516
Service,bilingual staff,0.8013
Comfort,beds types rooms,-0.6798
Comfort,categories rooms,0.3675
Comfort,premiere rooms,0.4369
Comfort,signature club rooms,0.6514
Comfort,playplace rooms beds,0.7620
Comfort,free internet rooms,0.3080
Location,distance train,0.3654
Comfort,signature room free,0.6616
Location,location easily,0.8077
Price,price cheap fair,0.4395
Comfort,rooms smokers,0.8813
Comfort,rooms balconies,0.0928
Comfort,rooms anymore,-0.1958
Comfort,corner room noise,0.3612
Service,nice desk chair,0.6619
Service,desk claimed,0.4767
Comfort,delta room,0.5538
Comfort,room rooms pretense,-0.4588
Comfort,plenty rooms,-0.1480
Comfort,plenty rooms available,-0.1480
Service,connect front desk,-0.8347
Comfort,receive nonsmoking room,-0.1027
Price,dollar charge,-0.1920
Price,dollar fee,0.0170
Location,walk station minutes,-0.3265
Price,great value good,0.9166
Comfort,room delta,0.2202
Comfort,room delta room,0.4404
Location,walk mcgill,0.4065
Service,staff rude throughout,-0.5095
Comfort,rooms balcony,0.6565
Price,cost internet cost,0.3612
Comfort,premiere room,0.4074
Comfort,stayed premier rooms,0.6087
Service,contact desk staff,0.9783
Location,location walk anything,0.7087
Service,guests amp staff,0.2155
Price,rate lower rate,0.1421
Service,front desk expain,-0.0258
Service,montreal staff,0.6945
Comfort,bed hotel room,0.4549
Comfort,booking room beds,-0.4466
Comfort,beds room definitly,-0.4466
Comfort,noise penetrate room,-0.4019
Comfort,room premiere room,0.9225
Location,location convenient st,0.7960
Location,sketchy area,-0.0867
Service,manager gianni,-0.6748
Service,check manager gianni,-0.5423
Location,laurent station,-0.1626
Location,around laurent station,-0.1626
Comfort,refundable room air,-0.3182
Location,catherine area,-0.1626
Comfort,beds room first,0.4326
Service,manager reception held,0.6477
Comfort,mattress living room,0.5563
Service,manager reception give,0.5106
Service,night manager reception,0.5106
Location,locations short walk,0.4404
Service,overall service front,0.7255
Service,reception manager saw,0.4019
Service,breakfast reception manager,0.4019
Service,manager receptions breakfasts,0.5563
Service,service bell helpful,0.5704
Comfort,room glasses,0.3376
Service,managers reception also,0.6950
Comfort,ac room first,0.7003
Comfort,problem ac room,0.7003
Service,staff elevator,-0.1316
Service,service pieces,-0.2868
Service,staff drinks reception,0.7430
Price,great value family,0.8030
Service,enjoyed managers reception,0.7003
Service,manager reception crowded,0.4215
Service,managers reception breakfasts,-0.3412
Location,area pull couch,0.4728
Price,fair deal deal,0.6808
Price,deal deal embassy,0.6808
Location,location excellent station,0.7650
Service,manager reception buffet,0.6249
Price,values price montreal,0.7845
Service,desk staff camilla,0.3182
Service,desk service room,0.4404
Location,familiar area location,-0.1358
Service,manager reception well,0.7351
Comfort,bed spacious room,0.3845
Service,desk staff arrival,0.7184
Service,day managers reception,0.7650
Comfort,louder noise rooms,-0.6597
Comfort,noise rooms faced,-0.6597
Location,area pretty area,0.7184
Service,staff convenient services,0.9286
Price,rate paying,0.2382
Location,distance local,0.6537
Comfort,gold rooms,0.0681
Location,location queen elizabeth,-0.2419
Location,location queen,-0.2419
Location,central train station,0.1777
Location,location train,0.6856
Location,station metro,0.4985
Location,train station metro,0.3130
Location,city train station,0.5148
Service,service fairmont,0.2530
Location,right train station,0.1594
Service,woman desk,0.1008
Service,service see,0.2808
Service,service fairmont service,0.2846
Comfort,room stayed fairmont,-0.1480
Comfort,stayed fairmont room,-0.0987
Service,service service received,-0.4673
Service,service received stay,0.0906
Service,reception employee,0.1374
Price,charge rental fee,0.4168
Location,location connected underground,0.8566
Service,service great hotel,0.2222
Location,location convenient jazz,0.4939
Price,price deal bargain,0.5423
Price,deal bargain rate,0.5423
Location,location fairmont,0.3529
Comfort,gold rooms floor,0.1362
Location,amp metro stations,0.2054
Location,stations go,0.1768
Location,metro stations go,0.1768
Comfort,standard room king,0.8841
Comfort,room options,0.0386
Location,right central station,0.2083
Comfort,drugstores rooms rooms,0.5106
Comfort,rooms rooms large,0.5106
Location,great location train,0.7160
Service,staff front strike,0.3182
Service,service due,0.1267
Price,rates top value,0.7783
Service,problem internet service,-0.6597
Service,pascal front desk,0.8910
Comfort,requested room change,0.2202
Comfort,room next mine,0.1006
Service,night room service,0.2164
Comfort,night room service,0.2164
Service,beautiful staff reception,0.8718
Location,areas hotel beautiful,0.6112
Comfort,cleaning rooms,0.5123
Comfort,room exciting,0.3336
Price,resonable rate,0.2782
Location,train station access,0.3404
Location,cental location,0.7283
Service,staff overall service,0.6249
Service,check staff recognised,0.8268
Location,station elevator,0.1140
Service,staff genuinely friendly,0.7611
Location,court area station,0.0258
Location,area station elevator,0.0258
Location,mcgill station,-0.0023
Location,station green line,0.1313
Location,mcgill station green,-0.1132
Location,distance tube system,0.9650
Comfort,beds standard room,0.3182
Location,location convenient old,0.7203
Service,staff attitude services,0.5106
Location,station metro stations,-0.0572
Service,tallked front desk,0.5093
Service,front desk december,0.0516
Location,hotels area offer,0.0707
Service,dated staff reception,0.6542
Service,check late checkout,0.9245
Service,desk staff maps,0.2732
Service,friendliness reception staff,0.5174
Comfort,preferred room room,0.8305
Service,front desk pretended,0.4732
Service,desk check process,0.7620
Comfort,room considered room,0.8271
Comfort,beds thick mattresses,0.5574
Service,staff desk one,-0.2755
Price,rate worth heat,-0.0877
Comfort,bed room metal,-0.4939
Service,check time pm,0.0599
Price,charge regular price,0.4103
Price,exchange rate rate,0.7269
Price,rate rate hotel,0.7902
Service,le reception desk,-0.6553
Service,desk staff ran,0.5413
Location,walk location bad,0.8322
Service,desk staff vomit,-0.4588
Comfort,room summer ac,0.9022
Comfort,corner room two,0.5235
Comfort,room room smell,0.6039
Comfort,sort room room,0.6987
Comfort,hotel rooms great,0.6780
Service,check staff lackluster,0.3400
Location,hotel location could,0.0396
Comfort,room card key,0.2014
Service,banter front desk,0.8196
Service,desk manager responded,0.4404
Service,front desk realized,0.5859
Price,prices inflated price,0.4215
Location,pool nice location,0.8261
Service,friendly professional service,0.7317
Service,reception know staff,0.4404
Location,location montreal,0.6406
Service,montreal front desk,0.7181
Service,front desk five,-0.6597
Location,bonaventure great location,0.6249
Comfort,beds problem room,-0.4237
Location,bonaventure metro station,0.4718
Service,feeling service staff,0.7845
Service,apologetic front desk,0.3671
Service,front desk attendee,0.3612
Location,area reading area,0.8812
Service,hello desk staff,0.9391
Comfort,noisy musty rooms,0.2382
Location,walk public areas,0.7964
Comfort,rooms bathrooms room,-0.0138
Location,convenient able station,0.2748
Price,deal worth stay,0.1154
Comfort,directed room,-0.1993
Comfort,hallway rooms,-0.1884
Location,bonaventure location,0.5955
Comfort,terrific beds,0.8176
Comfort,room terrific beds,0.9168
Price,corporate rate worth,0.4816
Location,train station within,0.4716
Service,reception staff corteous,0.4215
Service,staff corteous helpful,0.4215
Location,location walk everything,0.7461
Service,front desk sicced,0.3400
Location,bonaventure location location,0.6486
Service,staff horrible rude,-0.7215
Comfort,bed room pretty,0.6652
Location,areas nice clean,0.5460
Location,location convenient access,0.4754
Service,view desk service,0.2023
Service,desk staffs rude,-0.4588
Service,front desk click,0.3382
Service,desk manager around,-0.3108
Service,impressed desk service,0.5413
Service,desk service lobby,0.5413
Comfort,room biggest room,0.7902
Comfort,standard bed room,0.3700
Service,impression desk staff,0.9940
Service,desk staff truly,0.9940
Service,genuine service,0.4697
Location,distance many places,0.3125
Location,distance old town,0.5105
Location,location downtown montreal,0.5973
Comfort,room give someone,0.4404
Location,kitchen areas,0.3634
Service,note staff service,0.8074
Service,side desk,0.3486
Service,front service counter,0.6888
Service,area front service,0.6888
Comfort,beds one room,0.2342
Location,location right downtown,0.3234
Comfort,room room considered,-0.1877
Comfort,books rooms room,0.3089
Comfort,rooms room assigned,0.3089
Comfort,living room big,0.4225
Location,walk rue,0.0396
Price,provides good value,0.8041
Comfort,air conditioner bedroom,0.4230
Comfort,bed rooms extremely,-0.1000
Location,area air conditioned,-0.3243
Location,area air,-0.3243
Comfort,area air conditioned,-0.3243
Comfort,area air,-0.3243
Location,location close old,0.2053
Comfort,room spacious two,0.2009
Comfort,queen suite room,0.5901
Price,price mention price,0.6597
Comfort,utensils room,-0.1480
Comfort,plates utensils room,-0.1480
Comfort,weather room air,0.3612
Price,rate cad,0.1595
Price,value inexpensive price,0.7906
Location,walk laurent metro,0.0989
Location,walk laurent,0.0989
Location,avoid areas,0.3350
Service,desk service part,0.4877
Comfort,rooms continental,0.7883
Service,desk service kind,0.8908
Service,kids staff helpful,0.7818
Location,location best area,0.3645
Location,area walk south,-0.8074
Location,unsavory area walk,-0.8074
Location,convenient location friendliness,0.7477
Comfort,cooler air room,0.5342
Location,games area,0.3583
Location,pool games area,0.5374
Service,top staff rude,-0.5235
Service,staff rude bathroom,-0.8689
Service,stubs front desk,-0.2500
Service,service okay staff,0.6683
Comfort,long sleep comfortable,0.1710
Price,sale price,0.2081
Location,location exceptional,0.3982
Comfort,swipe room,-0.0783
Price,terrific price,0.6059
Service,check staff went,0.9808
Price,prices decent,0.7094
Price,give price charge,0.8950
Price,price charge staff,0.8950
Price,charges day charges,-0.2732
Comfort,beds room look,0.3578
Comfort,room noisy unneeded,0.8874
Comfort,extremely loud noise,-0.2480
Service,service great breakfast,0.9165
Comfort,noise uneven noise,-0.6187
Location,chinatown short walk,0.1852
Comfort,noise top room,-0.3182
Price,charge similar rates,0.7615
Comfort,rooms room safe,0.4326
Comfort,ac comfortable bed,0.9423
Price,rooms price cheap,0.5267
Service,major front desk,0.8953
Service,desk staff commended,0.9759
Service,desk check eat,0.6757
Comfort,ac room big,0.3506
Comfort,person ac room,0.3506
Comfort,room ac never,-0.1154
Comfort,rooms clean mattress,0.8126
Comfort,room pleasant beds,0.7650
Service,owner front desk,-0.5462
Price,cancellation fee charge,0.3514
Price,fee charge credit,0.2808
Service,front desk importance,-0.6486
Service,staff rude snotty,0.0620
Service,scene service front,0.3400
Service,front desk closes,0.3400
Location,reception closes,0.1609
Location,block walk neighborhood,0.3612
Location,walk neighborhood eerily,0.3612
Location,station station also,0.2263
Location,metro station station,0.2102
Comfort,sleep room probably,0.6652
